feature_id,module_id,label,gender,help_tip,is_required,is_range_bar,field,config_type,place_type,order_no,allow_custom,status,created_at,updated_at
168,56,"{""en"": ""Do you have a manager?"", ""es"": ""¿Tienes un mánager?""}",0,"{""en"": """", ""es"": """"}",0,0,4,0,0,0,0,0,2018-06-13 18:19:07.0,2018-09-11 15:51:21.0
169,56,"{""en"": ""Manager name"", ""es"": ""Mánager""}",0,"{""en"": ""If you answered yes, mention the name of your manager"", ""es"": ""Si aplica, mencione el nombre de su mánager.""}",0,0,5,0,0,0,0,0,2018-06-13 18:20:32.0,2018-09-11 15:51:06.0
170,57,"{""en"": ""Drums Played"", ""es"": ""Batería que Toca""}",0,"{""en"": ""Choose the types of drums that you know how to play. "", ""es"": ""Seleccione el tipo de batería que sabe tocar. ""}",0,0,4,0,0,0,0,0,2018-06-13 18:23:14.0,2018-09-11 17:16:44.0
171,57,"{""en"": ""Type of Drums Owned"", ""es"": ""Tipo de Batería que Posee""}",0,"{""en"": ""Choose the types of drums that you own. "", ""es"": ""Seleccione el tipo de batería que posee. ""}",0,0,4,0,0,0,0,0,2018-06-13 18:23:56.0,2018-06-13 18:24:21.0
172,58,"{""en"": ""Percussion Instrument Played"", ""es"": ""Instrumento de Percusión ""}",0,"{""en"": ""Mention the percussion instruments that you know how to play. "", ""es"": ""Mencione los instrumentos de percusión que sabe tocar. ""}",0,0,10,0,0,0,1,0,2018-06-13 18:28:28.0,2018-06-13 18:30:43.0
173,58,"{""en"": ""Percussion Instrument Owned"", ""es"": ""Instrumento de Percusión que Posee""}",0,"{""en"": ""Mention the percussion instruments that you own. "", ""es"": ""Mencione los instrumentos de percusión que posee. ""}",0,0,10,0,0,0,1,0,2018-06-13 18:30:50.0,2018-06-13 18:31:15.0
174,59,"{""en"": ""Piano Played"", ""es"": ""Piano que Toca""}",0,"{""en"": ""Choose the types of piano that you know how to play. "", ""es"": ""Seleccione el o los tipos de piano que sabe tocar. ""}",0,0,3,0,0,0,0,0,2018-06-13 18:34:29.0,2018-09-11 17:16:33.0
175,59,"{""en"": ""Type of Piano Owned"", ""es"": ""Tipo de Piano que Posee""}",0,"{""en"": ""Choose the types of piano that you own. "", ""es"": ""Seleccione el o los tipos de piano que posee. ""}",0,0,3,0,0,0,0,0,2018-06-13 18:35:16.0,2018-06-13 18:36:02.0
176,60,"{""en"": ""Saxophone Played"", ""es"": ""Saxofón que Toca""}",0,"{""en"": ""Choose the type or types of saxophone that you know how to play. "", ""es"": ""Seleccione el tipo o tipos de saxofón que sabe tocar. ""}",0,0,3,0,0,0,0,0,2018-06-13 18:42:40.0,2018-09-11 17:23:16.0
177,60,"{""en"": ""Type of Saxophone Owned"", ""es"": ""Tipo de Saxofón que Posee""}",0,"{""en"": ""Choose the type or types of saxophone that you own."", ""es"": ""Seleccione el tipo o tipos de saxofón que posee.""}",0,0,3,0,0,0,0,0,2018-06-13 18:44:13.0,2018-06-13 18:44:34.0
178,61,"{""en"": ""Flute Played"", ""es"": ""Flauta que Toca""}",0,"{""en"": ""Choose the type or types of flute that you know how to play. "", ""es"": ""Seleccione el o los tipos de flauta que sabe tocar. ""}",0,0,3,0,0,0,0,0,2018-06-13 18:54:30.0,2018-09-11 17:25:21.0
179,61,"{""en"": ""Type of Flute Owned"", ""es"": ""Tipo de Flauta que Posee""}",0,"{""en"": ""Choose the type or types of flute that you own."", ""es"": ""Seleccione el o los tipos de flauta que posee.""}",0,0,3,0,0,0,0,0,2018-06-13 18:56:07.0,2018-06-13 18:56:32.0
180,62,"{""en"": ""Trumpet Played"", ""es"": ""Trompeta que Toca""}",0,"{""en"": ""Choose the type or types of trumpet that you know how to play."", ""es"": ""Seleccione el o los tipos de trompeta que sabe tocar. ""}",0,0,3,0,0,0,0,0,2018-06-13 18:58:54.0,2018-09-11 17:19:04.0
181,62,"{""en"": ""Type of Trumpet Owned"", ""es"": ""Tipo de Trompeta que Posee""}",0,"{""en"": ""Choose the type or types of trumpet that you own."", ""es"": ""Seleccione el o los tipos de trompeta que posee.""}",0,0,3,0,0,0,0,0,2018-06-13 18:59:57.0,2018-06-13 19:00:22.0
182,63,"{""en"": ""Do you belong to an academy?"", ""es"": ""¿Pertenece a una academia?""}",0,"{""en"": """", ""es"": """"}",0,0,4,0,0,0,0,0,2018-06-13 19:02:06.0,2018-06-13 19:02:36.0
183,63,"{""en"": ""Academy Name"", ""es"": ""Academia""}",0,"{""en"": ""If you answered yes, mention the name of the academy you belong to. "", ""es"": ""Si aplica, mencione el nombre de la academia a la que pertenece.""}",0,0,1,0,0,0,0,0,2018-06-13 19:03:04.0,2018-06-13 19:03:25.0
184,64,"{""en"": ""Bachata Danced"", ""es"": ""Bachata que Baila""}",0,"{""en"": ""Choose the type or types of bachata you know how to dance. "", ""es"": ""Seleccione el o los tipos de bachata que sabe bailar.""}",0,0,3,0,0,0,0,0,2018-06-13 19:05:53.0,2018-09-11 17:32:25.0
185,65,"{""en"": ""Type of Ballet"", ""es"": ""Tipo de Ballet""}",0,"{""en"": ""Choose the type or types of ballet you specialize in. "", ""es"": ""Seleccione el o los tipos de ballet en los que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-13 19:10:59.0,2018-06-13 19:12:09.0
186,66,"{""en"": ""Dance Type"", ""es"": ""Tipo de Danza""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-13 19:18:22.0,2018-09-11 17:42:49.0
187,67,"{""en"": ""Speciality on"", ""es"": ""Especialidad en""}",0,"{""en"": ""Choose the type of announcing you specialize in. "", ""es"": ""Seleccione el tipo de locución en el que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-13 19:34:05.0,2018-09-11 18:26:34.0
192,69,"{""en"": ""Speciality on"", ""es"": ""Especialidad en""}",0,"{""en"": ""Choose the type of voice over where you have the most experience."", ""es"": ""Seleccione el tipo de voz en off en el que tiene más experiencia.""}",0,0,3,0,0,0,0,0,2018-06-13 19:49:03.0,2018-09-11 18:51:26.0
193,70,"{""en"": ""Speciality on"", ""es"": ""Especialidad en""}",0,"{""en"": ""Choose your speciality"", ""es"": ""Selecciones su especialidad.""}",0,0,3,0,0,0,0,0,2018-06-13 20:02:06.0,2018-09-11 19:10:26.0
194,71,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": ""Choose the ones where you have the most experience. "", ""es"": ""Seleccione en los que tiene más experiencia""}",0,0,3,0,0,0,0,0,2018-06-13 20:07:19.0,2018-06-13 20:08:05.0
195,72,"{""en"": ""Movies or Plays"", ""es"": ""Obras o Películas""}",0,"{""en"": ""Mention the movies or plays where you have participated. "", ""es"": ""Mencione las obras y/o películas en las que ha participado.""}",0,0,5,0,0,3,0,0,2018-06-13 20:11:37.0,2018-09-12 16:00:31.0
196,72,"{""en"": ""Role(s)"", ""es"": ""Rol(es)""}",0,"{""en"": ""Choose the role or roles you have worked as. "", ""es"": ""Seleccione los roles en los que tiene experiencia. ""}",0,0,3,0,0,2,0,0,2018-06-13 20:12:01.0,2018-09-12 14:46:30.0
197,72,"{""en"": ""Artist Collaborations"", ""es"": ""Colaboración con Artistas""}",0,"{""en"": ""If any, mention collaborations you have had with artists in this area. "", ""es"": ""Si aplica, mencione las colaboraciones que ha tenido con artistas en esta área.""}",0,0,5,0,0,5,0,0,2018-06-13 20:12:41.0,2018-09-12 14:46:30.0
199,72,"{""en"": ""Movie / Theatre Genre"", ""es"": ""Género Cinematográfico / Teatral""}",0,"{""en"": ""Mention the genres where you have had experience. "", ""es"": ""Mention the genres where you have had experience. ""}",0,0,10,0,0,4,1,0,2018-06-14 00:32:09.0,2018-09-12 15:59:12.0
200,74,"{""en"": ""Filmography / Theatre Credits"", ""es"": ""Filmografía / Obras Teatrales""}",0,"{""en"": ""Mention the movies where you have worked. "", ""es"": ""Mencione las películas en las que ha trabajado. ""}",0,0,5,0,0,2,0,0,2018-06-14 00:45:22.0,2018-09-12 15:46:39.0
201,74,"{""en"": ""Type of Experience"", ""es"": ""Tipo de Experiencia""}",0,"{""en"": ""Choose the places where you have participated as a director."", ""es"": ""Elija los lugares en los que ha participado como director.""}",0,0,3,0,0,1,0,0,2018-06-14 00:47:26.0,2018-09-14 16:23:06.0
202,74,"{""en"": ""Artist Collaborations"", ""es"": ""Colaboración con Artistas""}",0,"{""en"": ""If any, mention collaborations you have had with artists in this area. "", ""es"": ""Si aplica, mencione colaboraciones que ha tenido con artistas dentro de esta área.""}",0,0,5,0,0,4,0,0,2018-06-14 00:47:54.0,2018-09-12 15:54:01.0
204,76,"{""en"": ""Type of Comedy"", ""es"": ""Tipo de Humor""}",0,"{""en"": ""Choose the type of comedy you specialise in. "", ""es"": ""Seleccione el tipo de comedia en el que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-14 01:05:30.0,2018-06-14 01:11:07.0
205,76,"{""en"": ""Work Style"", ""es"": ""Forma de Trabajo""}",0,"{""en"": ""Choose the work style where you have the most experience."", ""es"": ""Seleccione las formas de trabajo en las que tiene más experiencia. ""}",0,0,3,0,0,0,0,0,2018-06-14 01:06:53.0,2018-06-14 01:08:47.0
206,76,"{""en"": ""Artist Collaborations"", ""es"": ""Colaboración con Artistas""}",0,"{""en"": ""If any, mention the artists you have collaborated with in this area. "", ""es"": ""Si aplica, mencione las colaboraciones con artistas que ha tenido en esta área.""}",0,0,5,0,0,0,0,0,2018-06-14 01:07:28.0,2018-06-14 01:07:51.0
207,77,"{""en"": ""Type of Narration"", ""es"": ""Tipo de Narración""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-14 02:38:40.0,2018-06-26 16:39:39.0
208,78,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-14 02:50:44.0,2018-06-14 02:51:52.0
209,78,"{""en"": ""Extra Info"", ""es"": ""Extra Info""}",0,"{""en"": """", ""es"": """"}",0,0,5,0,0,0,0,0,2018-06-14 02:51:12.0,2018-06-14 02:51:12.0
210,79,"{""en"": ""Speciality on"", ""es"": ""Especialidad en""}",0,"{""en"": ""Choose the types of therapy you specialize in."", ""es"": ""Seleccione el tipo de terapia en la que se especializa. ""}",0,0,3,0,0,0,0,0,2018-06-14 03:06:32.0,2018-09-26 18:04:25.0
212,80,"{""en"": ""Equipment Used"", ""es"": ""Equipos Utilizados""}",0,"{""en"": ""Mention the photography equipment that you know how to use."", ""es"": ""Mencione el equipo de fotografía que sabe utilizar. ""}",0,0,10,0,0,2,1,0,2018-06-14 03:12:38.0,2018-09-13 19:10:26.0
213,80,"{""en"": ""Equipment Owned"", ""es"": ""Equipos que Posee""}",0,"{""en"": ""Mention the photography equipment that you own."", ""es"": ""Mencione el equipo de fotografía que posee. ""}",0,0,10,0,0,3,1,0,2018-06-14 03:13:39.0,2018-09-13 19:10:26.0
214,81,"{""en"": ""Type"", ""es"": ""Tipos""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-14 03:17:32.0,2018-06-14 03:17:45.0
215,82,"{""en"": ""More Information"", ""es"": ""Más Información""}",0,"{""en"": ""Add more comments about this skill."", ""es"": ""Agregue más comentarios sobre esta habilidad.""}",0,0,5,0,0,2,0,0,2018-06-14 03:19:48.0,2018-09-14 17:15:19.0
216,82,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": ""Choose the places in which this skill has worked."", ""es"": ""Elija los lugares en los que ha trabajado esta habilidad.""}",0,0,3,0,0,1,0,0,2018-06-14 03:21:34.0,2018-09-14 17:14:07.0
217,83,"{""en"": ""Filmography"", ""es"": ""Filmografía""}",0,"{""en"": ""Mention the movies you have worked at. "", ""es"": ""Mencione las películas en las que ha trabajado.""}",0,0,5,0,0,4,0,0,2018-06-14 03:26:32.0,2018-09-27 20:59:51.0
218,83,"{""en"": ""Specialty"", ""es"": ""Especialidad""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,1,0,0,2018-06-14 03:28:34.0,2018-09-27 20:59:50.0
219,83,"{""en"": ""Programs you dominate"", ""es"": ""Programas que sabe utilizar""}",0,"{""en"": ""Mention the illustration programs you tend to use. "", ""es"": ""Mencione los programas de ilustración que tiende a utilizar. ""}",0,0,10,0,0,3,1,0,2018-06-14 03:30:39.0,2018-09-27 20:59:51.0
220,84,"{""en"": ""Type of Costume"", ""es"": ""Tipo de Vestuario""}",0,"{""en"": ""Choose the types of costume that you do. "", ""es"": ""Seleccione el o los tipos de vestuarios que diseña. ""}",0,0,3,0,0,1,0,0,2018-06-14 13:59:49.0,2018-09-14 14:54:57.0
221,84,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": ""Choose the places where you have worked as costume designer."", ""es"": ""Elija los lugares donde ha trabajado el diseño de vestuario.""}",0,0,3,0,0,3,0,0,2018-06-14 14:03:18.0,2018-09-14 14:56:08.0
222,85,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,1,0,0,2018-06-14 14:25:15.0,2018-09-18 15:09:44.0
223,85,"{""en"": ""Type of Design"", ""es"": ""Tipo de Diseño""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,2,0,0,2018-06-14 14:27:22.0,2018-09-18 15:09:44.0
224,86,"{""en"": ""Type of Photoshoot"", ""es"": ""Tipo de Sesión""}",0,"{""en"": ""Choose the types of photoshoots you specialise in. "", ""es"": ""Seleccione los tipos de sesiones fotográficas en los que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-14 14:36:19.0,2018-06-14 14:41:55.0
225,86,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-14 14:40:02.0,2018-06-14 14:42:48.0
226,87,"{""en"": ""Striking Sports"", ""es"": ""Deportes de Golpes""}",0,"{""en"": ""Choose the types of striking sports you have experience in. "", ""es"": ""Seleccione los tipos de deportes de golpes en los que tiene experiencia. ""}",0,0,10,0,0,1,1,0,2018-06-14 14:49:26.0,2018-09-19 18:07:46.0
227,88,"{""en"": ""Type of Polo"", ""es"": ""Tipo de Polo""}",0,"{""en"": ""Choose the type of polo you play. "", ""es"": ""Seleccione el tipo de polo que juega.""}",0,0,3,0,0,1,0,0,2018-06-14 14:57:29.0,2018-09-26 15:35:27.0
229,89,"{""en"": ""Position Played"", ""es"": ""Posición Jugada""}",0,"{""en"": ""Select in which position you currently play."", ""es"": ""Seleccione en que posición juega actualmente.""}",0,0,3,0,0,2,0,0,2018-06-14 15:04:07.0,2018-09-26 16:04:28.0
233,90,"{""en"": ""Speciality on"", ""es"": ""Especialidad en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-14 15:11:06.0,2018-10-10 20:02:36.0
234,91,"{""en"": ""Type of Martial Art"", ""es"": ""Tipo de Arte Marcial""}",0,"{""en"": ""Mention the type of martial art you practice or teach. "", ""es"": ""Mencione el tipo de arte marcial que practica.""}",0,0,10,0,0,0,1,0,2018-06-14 15:14:31.0,2018-06-26 16:17:00.0
235,92,"{""en"": ""Experience with"", ""es"": ""Experiencia con""}",0,"{""en"": ""Choose the type of clients you have experience training."", ""es"": ""Seleccione el tipo de público que tiene experiencia entrenando. ""}",0,0,3,0,0,0,0,0,2018-06-14 15:18:08.0,2018-06-14 15:19:17.0
236,93,"{""en"": ""Swimming Techniques"", ""es"": ""Técnica de Nado""}",0,"{""en"": ""Choose the types of technique you have experience with. "", ""es"": ""Elija los tipos de técnica con los que tiene experiencia.""}",0,0,10,0,0,0,1,0,2018-06-14 15:24:55.0,2018-09-19 20:05:35.0
237,93,"{""en"": ""Other Types"", ""es"": ""Otros Tipos""}",0,"{""en"": ""Choose any other types of swimming you practice. "", ""es"": ""Seleccione cualquier otro tipo de natación que practica.""}",0,0,3,0,0,0,0,0,2018-06-14 15:25:40.0,2018-06-26 16:14:35.0
238,94,"{""en"": ""Position"", ""es"": ""Posición""}",0,"{""en"": ""Choose the position you play."", ""es"": ""Seleccione las posiciones que juega.""}",0,0,3,0,0,1,0,0,2018-06-14 15:29:41.0,2018-09-21 18:51:30.0
239,95,"{""en"": ""Position"", ""es"": ""Posición""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,1,0,0,2018-06-14 15:38:03.0,2018-09-19 20:25:30.0
240,96,"{""en"": ""Volleyball Type"", ""es"": ""Tipo de Voleibol""}",0,"{""en"": ""Which variant you practice?"", ""es"": ""¿Cuáles variantes practicas?""}",0,0,10,0,0,2,1,0,2018-06-14 15:44:09.0,2018-09-21 15:54:27.0
241,97,"{""en"": ""Position"", ""es"": ""Posición""}",0,"{""en"": ""What position do you play?"", ""es"": ""¿Qué posición juegas?""}",0,0,3,0,0,1,0,0,2018-06-14 15:48:07.0,2018-09-20 19:34:06.0
242,98,"{""en"": ""Game Type"", ""es"": ""Tipo de Juego""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,1,0,0,2018-06-14 15:54:36.0,2018-09-21 16:39:17.0
243,99,"{""en"": ""Discipline"", ""es"": ""Disciplina""}",0,"{""en"": ""Choose the discipline you practice."", ""es"": ""Elija las disciplinas de gimnasia que practicas.""}",0,0,3,0,0,1,0,0,2018-06-14 15:59:10.0,2018-09-21 18:01:33.0
244,100,"{""en"": ""On Ice"", ""es"": ""Sobre Hielo""}",0,"{""en"": ""Select the ice skating disciplines you practice."", ""es"": ""Seleccione las disciplinas de patinaje sobre hielo que practicas.""}",0,0,3,0,0,3,0,0,2018-06-14 16:03:50.0,2018-09-21 19:27:32.0
246,102,"{""en"": ""Type"", ""es"": ""Tipo""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,1,0,0,2018-06-14 16:11:28.0,2018-09-25 18:34:34.0
247,103,"{""en"": ""Jumps"", ""es"": ""Saltos""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-14 16:15:42.0,2018-06-14 16:20:45.0
248,103,"{""en"": ""Landings"", ""es"": ""Recepciones""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-14 16:16:42.0,2018-06-14 16:21:48.0
249,103,"{""en"": ""Moves"", ""es"": ""Movimientos""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-14 16:19:54.0,2018-06-14 16:24:45.0
251,105,"{""en"": ""Game Category"", ""es"": ""Categoría de Juego""}",0,"{""en"": ""Choose the game categories you have experience in. "", ""es"": ""Seleccione las categorías de juegos en las que tiene experiencia. ""}",0,0,3,0,0,0,0,0,2018-06-14 16:39:39.0,2018-06-14 16:41:21.0
252,105,"{""en"": ""Games Played"", ""es"": ""Juegos que Juega""}",0,"{""en"": ""Mention the games you tend to play."", ""es"": ""Mencione los juegos que tiende a jugar. ""}",0,0,10,0,0,0,1,0,2018-06-14 16:46:38.0,2018-09-27 15:00:16.0
253,106,"{""en"": ""Console / Platform Used"", ""es"": ""Consola / Plataforma Utilizada""}",0,"{""en"": ""Mention the platforms and consoles you know how to use."", ""es"": ""Mencione las consolas en las que tiende a jugar. ""}",0,0,10,0,0,0,1,0,2018-06-14 16:52:17.0,2018-09-26 19:12:54.0
254,106,"{""en"": ""Console / Platform Owned"", ""es"": ""Consola / Plataforma que Posee""}",0,"{""en"": ""Mention the platforms and consoles you own."", ""es"": ""Mencione las consolas en las que posee.""}",0,0,10,0,0,0,1,0,2018-06-14 16:54:50.0,2018-09-26 19:12:15.0
255,107,"{""en"": ""Exercises you practice"", ""es"": ""Ejercicios que practica""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-14 17:04:37.0,2018-06-14 17:42:08.0
256,108,"{""en"": ""Exercises you practice"", ""es"": ""Ejercicios que practica""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-14 17:08:25.0,2018-06-14 17:09:11.0
257,109,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": ""Choose the work styles where you have the most experience. "", ""es"": ""Seleccione la forma de trabajo en la que ha tenido más experiencia.""}",0,0,3,0,0,0,0,0,2018-06-14 17:37:37.0,2018-06-14 17:38:21.0
258,110,"{""en"": ""Specialty"", ""es"": ""Especialidad""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-14 17:41:00.0,2018-06-14 17:41:44.0
259,111,"{""en"": ""Experience as"", ""es"": ""Experiencia como""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-14 17:46:10.0,2018-09-27 16:14:02.0
260,111,"{""en"": ""Specialty"", ""es"": ""Especialidad""}",0,"{""en"": ""Choose your knowledge areas. "", ""es"": ""Seleccione sus áreas de conocimiento.""}",0,0,3,0,0,0,0,0,2018-06-14 17:47:19.0,2018-06-26 15:49:26.0
261,112,"{""en"": ""Events"", ""es"": ""Eventos""}",0,"{""en"": ""Mention the types of events you have experience organizing "", ""es"": ""Mencione los tipos de eventos que organiza. ""}",0,0,10,0,0,0,1,0,2018-06-14 17:57:30.0,2018-06-14 18:01:56.0
262,112,"{""en"": ""Number of Guests"", ""es"": ""Número de Invitados""}",0,"{""en"": ""Choose the approximate amount of guests that you tend to organize events for. "", ""es"": ""Seleccione la cantidad aproximada de invitados en los eventos que organiza. ""}",0,0,2,0,0,0,0,0,2018-06-14 18:00:04.0,2018-06-14 18:02:28.0
263,113,"{""en"": ""Type of Activity"", ""es"": ""Tipo de Actividad""}",0,"{""en"": ""Choose the activities you specialize in."", ""es"": ""Seleccione las actividades en las que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-14 18:10:29.0,2018-09-27 18:14:36.0
264,114,"{""en"": ""Type of Activity"", ""es"": ""Tipo de Actividad""}",0,"{""en"": ""Choose the activities you specialize in. "", ""es"": ""Seleccione las actividades en las que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-14 18:24:22.0,2018-06-26 15:39:25.0
265,115,"{""en"": ""Type of Activity"", ""es"": ""Tipo de Actividad""}",0,"{""en"": ""Choose the activities you specialize in. "", ""es"": ""Seleccione las actividades en las que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-14 18:29:57.0,2018-06-26 15:36:56.0
266,116,"{""en"": ""Type of Activity"", ""es"": ""Tipo de Actividad""}",0,"{""en"": ""Choose the activities you specialize in. "", ""es"": ""Seleccione las actividades en las que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-14 18:31:45.0,2018-06-26 15:35:20.0
267,117,"{""en"": ""Activities"", ""es"": ""Actividades""}",0,"{""en"": ""Choose the activities you specialize in. "", ""es"": ""Seleccione las actividades en las que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-14 18:34:13.0,2018-06-26 15:33:30.0
268,118,"{""en"": ""Transmission Medium"", ""es"": ""Medio de Transmisión""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,2,0,0,2018-06-14 18:42:23.0,2018-09-18 19:15:45.0
269,118,"{""en"": ""Type of Journalism"", ""es"": ""Tipo de Periodismo""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,1,0,0,2018-06-14 18:43:34.0,2018-09-18 19:15:45.0
271,120,"{""en"": ""Poet"", ""es"": ""Poeta""}",0,"{""en"": ""Choose the type of poetry you specialize in. "", ""es"": ""Seleccione los tipos de poemas en los que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-15 17:31:16.0,2018-06-15 17:40:26.0
272,120,"{""en"": ""Novelist"", ""es"": ""Novelista""}",0,"{""en"": ""Choose the types of novels you specialize in. "", ""es"": ""Seleccione los tipos de novelas en los que se especializa. ""}",0,0,3,0,0,0,0,0,2018-06-15 17:32:01.0,2018-06-15 17:39:40.0
273,120,"{""en"": ""Satirist"", ""es"": ""Satirista""}",0,"{""en"": ""Choose the type of satire you specialize in. "", ""es"": ""Seleccione el tipo de sátira en el que se especializa. ""}",0,0,3,0,0,0,0,0,2018-06-15 17:32:54.0,2018-06-15 17:38:54.0
274,120,"{""en"": ""Stories"", ""es"": ""Cuentos""}",0,"{""en"": ""Choose the types of stories you specialize in. "", ""es"": ""Seleccione el o los tipos de cuentos en los que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-15 17:36:16.0,2018-06-15 17:37:44.0
275,121,"{""en"": ""Types of Writings"", ""es"": ""Tipos de Escritura""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-15 17:44:55.0,2018-06-26 15:24:57.0
277,122,"{""en"": ""Type of Writer"", ""es"": ""Tipo de Escritor""}",0,"{""en"": ""Choose the types of writings you do. "", ""es"": ""Seleccione los tipos de escritura que hace. ""}",0,0,3,0,0,0,0,0,2018-06-15 17:51:56.0,2018-06-26 15:23:16.0
278,119,"{""en"": ""Genre"", ""es"": ""Género""}",0,"{""en"": ""Mention the genres you specialize in. "", ""es"": ""Mencione los géneros en los que se especializa.""}",0,0,10,0,0,2,1,0,2018-06-15 17:55:32.0,2018-09-27 18:31:46.0
279,119,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,1,0,0,2018-06-15 17:56:15.0,2018-09-27 18:31:46.0
280,123,"{""en"": ""Type of Reporter"", ""es"": ""Tipo de Reportero""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-15 18:02:21.0,2018-06-26 15:19:45.0
281,124,"{""en"": ""Discovered Talents"", ""es"": ""Talentos Descubiertos""}",0,"{""en"": ""Mention the talents you manage or have discovered."", ""es"": ""Mencione los talentos que maneja o ha descubierto.""}",0,0,5,0,0,0,0,0,2018-06-15 18:05:03.0,2018-10-09 19:49:38.0
282,125,"{""en"": ""Type of Sculpture"", ""es"": ""Tipo de Escultura""}",0,"{""en"": ""Choose the types of sculptures you specialize in. "", ""es"": ""Seleccione los tipos de escultura en los que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-15 18:13:35.0,2018-09-27 20:00:16.0
283,125,"{""en"": ""Materials Used"", ""es"": ""Materiales Utilizados""}",0,"{""en"": ""Choose the materials you tend to use in your sculptures. "", ""es"": ""Seleccione los materiales que utiliza en sus esculturas.""}",0,0,3,0,0,0,0,0,2018-06-15 18:15:43.0,2018-06-15 18:17:41.0
284,126,"{""en"": ""Type"", ""es"": ""Tipo""}",0,"{""en"": ""Select the type of paint in which you specialize."", ""es"": ""Seleccione el tipo de pintura en el cual se especializa.""}",0,0,3,0,0,0,0,0,2018-06-15 18:27:53.0,2018-09-27 20:05:18.0
285,126,"{""en"": ""Techniques Used"", ""es"": ""Técnicas Utilizadas""}",0,"{""en"": ""Select the techniques you use in your paintings."", ""es"": ""Seleccione las técnicas que utiliza en sus pinturas.""}",0,0,3,0,0,0,0,0,2018-06-15 18:28:58.0,2018-09-27 20:06:34.0
286,127,"{""en"": ""Type of Drawing"", ""es"": ""Tipo de Dibujo""}",0,"{""en"": ""Select the type of drawing in which you specialize."", ""es"": ""Seleccione el tipo de dibujo en el cual se especializa.""}",0,0,3,0,0,0,0,0,2018-06-15 18:35:36.0,2018-09-27 20:12:17.0
287,127,"{""en"": ""Materials Used"", ""es"": ""Materiales Utilizados""}",0,"{""en"": ""Select the materials you use in your drawings."", ""es"": ""Seleccione los materiales que utiliza en sus dibujos.""}",0,0,3,0,0,0,0,0,2018-06-15 18:36:19.0,2018-09-27 20:11:51.0
288,128,"{""en"": ""Specialty on"", ""es"": ""Especialidad en""}",0,"{""en"": ""Choose the type of architecture you specialize in. "", ""es"": ""Seleccione los tipos de arquitectura en los que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-15 18:41:03.0,2018-09-27 20:17:17.0
